sentiment	text
neg	there so many people tweeting #KEVINJONAS how come hes not getting into the trending topics ? 
neg	"Cake's baked and just needs to be decorated now... laundry's in, dishes are half done. Not feeling well "
neg	squirrel! where? i hate squirrels 
neg	Josh fell over outside school he is a real mess  http://twitpic.com/6ogq8
neg	my laptop has a virus  will backup tonight and reformat tomorrow.
neg	@eithrael   bouncing was good... :p  But those do look like a handful. Need some assistance holding them? lol
neg	"just got caught in the rain walking back from asda, in my tshirt! "
neg	sad because of stupid people  and happy because Lenka did SAFM!!!
neg	Customer service and sales are NOT the same thing!!!! Aaahhhhhh! Man! 
neg	@walteralph I am lost. Please help me find a good home. 
neg	what should i do? im still lonely without friends i really miss them  we had an arguement and it has been 2neg days =(
neg	is depressed 
neg	Re-importing Hibernate from pom.xml into IntelliJ IDEA 
neg	@catty Oh noooooooooo -  Grrrrrrrr to the world!
neg	im very excited for mtv movie awards but i guess i can't watch it.because i live in turkey.  i'll find it.
neg	"Was gonna get a nifty piercing, but didn't think the piercer was that good  soo now I guess sleep?"
neg	@joshgard nah stuyding for finals  lol lame. i know. yay sbux
neg	"missing u  ... where r u...hizhiz, u make me so worried, know it!?!..."
neg	Just found out that my great-grandpa is in the hospital 
neg	"I'm about to die- been gardening in the blazing sun, and I need to get it finished today "
neg	"@ms6cr8ive they fixed the free twitterrific, not the premium one yet.    back to using Tweetie for the time."
neg	@taraanson yeh mums knitting a cardi soon. probs coz i stole all of hers hehehe the dog at my knitting needle so i cant do any more yet 
neg	I`m not yet ready for school start 
neg	"Home from project grad, so exhausted. Working now.  visit me"
neg	"Now, if I could only add a &quot;teacher&quot; folder for the content of my children's teachers... not happening "
neg	"Taking care of @hellosheena , not feeling well today "
neg	ew it's been raining alllll day  going for a jog (soft J!) at the gym then maybe reading some school stuff..?
neg	"went on a long 1neg mile bike ride today, then it started raining "
neg	"second time around, very pretty.. not so tasty "
neg	my head hurts!!!   i took 3 aleve and it hasnt done shit!!
neg	@fubrub @jjmaa  it gives you a lot of points...  LOL
neg	@Trinipilot nah..only wknds.wkdays im up by pos so............  well u hav fun.pos me 2
neg	my boyfriend just broke up with me 
neg	"@squarespace Will it beme, I've put a $2negneg bet on that it won't be. Either way I lose  #Squarespace"
neg	this weather is so depressing 
neg	im soo sick of living in australia. i totally wanna go back to nz 
neg	@AliButterfli I miss you too.  Sad allure! We had an amazing weekend. Can't wait for the posth.
neg	"@markpeters77 Haha sorry! and Im very jealous, its not here...Its still rainy and wet! "
neg	OG yesteday Cedric died  I watched HP and cryed when he died 
neg	@wordman199pos why can't we do the diet coke and mentos thing? 
neg	@jennettemccurdy Hope my car gets back to normal soon.  Weird day today.  
neg	@tear96 Oh no I hope you don't get the flu 
neg	Wow still haven't slept. Lots of retail therapy today...I miss cole. He left this morning 
neg	"@orangatrang lol I don't think I do. If They do background check on me,  "
neg	"So glad it is the weekend. And I'm not sick anymore! Just have to avoid a relapse, which may mean taking it easy... boo!  I wanna party!"
neg	@fox_sake being at work on a bank holiday Monday = fail 
neg	says DAMN IT! Walang mga prof! Sayang ang get up!  sobrang pinaghandaan ko pa naman ang 1st day!! (tears)... http://plurk.com/p/11tb3c
neg	Sore leg. Sore neck. Sore foot. Sore nose. Burnt ankle. Sun burn. I think I'm breaking... 
neg	My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni.. 
neg	Having a corona by the beach. like the commercials cept the hot chick 
neg	@Dr_Keith Yeah...fun stuff.  Loved it.  Miss it.    Might go back to school one day and become a RN.
neg	Its so rainy 
neg	@jesstar6192neg8  im wastin away!
neg	"OMG @idflyfan55 fell asleep, while I was talking to her!  sad moment in my life.."
neg	I wish I wish among a Star that HGTV would come to my house...    I need ideas for my Entry way.
neg	http://yawoot.com/post/3156 &lt;&lt; Superdog was staged  oh well still pretty cool
neg	"You know, I shouldn't have to educate the Dutch on Lethal Weapon JUST to get one of my jokes...  "
neg	@Enamoredsoul i hate sitting at home on weekends. going back to sleep now 
neg	"my phone doesn't viberate anymore, damn you iPhones I knew you were to good to be true "
neg	"I love my darling. But he don't know that I love him, because he has a girlfriend and he won't like me like a friend anymore...  "
neg	@Aundrea713 so.. i just found this twitter deal.  i keep hearing people say they love to &quot;tweet&quot;  ...kinda makes me smile.  miss you 
neg	Well my best friend is on route to Italy and im stuck here in Northern Ireland 
neg	"theres a cookout @ my house, but i have 2 work!!!! "
neg	is doing homework 
neg	must have been the first WE since a while that nobody logged my caches 
neg	Just been ranting down the phone at a tactless insurance firm. Notified them when my dog died n they're still asking me for money!! 
neg	"@LittleMissBob Home, but too late  I'll talk to you when you get home tonight"
neg	So tired out from work and the week hasn't even started 
neg	has got an upset stomach 
neg	"@krysti_leonard I love you so much and I hope you can love me, even if I can't go to Florida. I still want to, but I don't know. "
neg	"@piratevampXD  But i dont think that he got the bruises from the car accident, cuz the cab only hitted his hip"
neg	"Is back in work after fab few days away in the caravan, oh Why do i have to work "
neg	"Here we go again...Another sodding Vampire request! And no metion of them wearing either leather boots, corsets or gloves! "
neg	@EleaB I avoid the sun as much as possible.  It makes me go all red and itchy 
neg	@ghanaboy1pos when did you meet whitney from the city ?! sooo jealous 
neg	First shift back at maccy d's...losing the will to live already! 
neg	"ed: marvel wiki is sick, it's so detailed. me: mmmmm cookie. ed:  ignored"
neg	I really wish i would quit getting emails about baby stuff 
neg	bout to go to work 
neg	"why is that i always ruin shows for myself... only up to season pos of one tree hill, yet i watched the final scene of season 6.. "
neg	"@jessipropst I spilled water on a girl earlier.  Fortunately, we discovered that we were friends and she'd brought back-up clothes."
neg	@BOSSneg515 oh no!!! when are u moving?? will i get to see you before u leave? 
neg	Think my old cat might be getting a cataract.  he has a poorly eye and now it looks like the outside has a opaque film on part of it.
neg	Awwww #familyforce5 isn't on the top trend topics anymore.  
neg	oh and oh how hot it is !!! 
neg	@gracetanglefoot what? You won't be two blocks away any more? 
neg	Looking for a special girl  im fed up of bein hurt 
neg	GOD why ME?????? I need another vacation      
neg	"were are your best friends when you need them  im going to bed, goodnight to you all, x"
neg	@StevenSmithsays mighty boosh. 
neg	...I just drank about 19oz of coffee... It wants a comeback versus my other 5oz. 
neg	"on the phone with Arvest, the girl on the phone is breathing into the mic on the phone... not sound as good as Darth Vader... "
neg	I just woke up 
neg	I can't get updates on my phone from other people for some reason 
neg	Jay and Matt really hate each other.  This makes me sad. 
neg	"&quot;Я подпи�?ал�?�? на вашу RSS ленту, но �?ообщени�? почему-то в виде каких-то квадратов  Как �?то и�?править?&quot; Пойти нах и забыть про мою RSS ))"
neg	Aw I forgot to take a picture of it and that's the last one I will ever eat because they discontinued it. 
neg	"@barb_mallon Oh no!!! Holler as soon as you know how he is, ok?? "
neg	work soon 
neg	I have a horribe migraine!!!!!  I'm supposed to help with a 6 year olds birthday party today too!!!!  Meds better start kicking in!!!!!  
neg	@IAmKahlaFierce it ridiculous how people bring up someone who has passed to compare to Bey 
neg	"Feeling like doing something with my day. (since i did absolutely NOTHING!)  ! Thinking of heading to the gym,that's always fun."
neg	@janellemariee miss you girl. 
neg	"Really wanna go some where, but with this stupid cast on my foot, Mama isn't gonna let me go any where! "
neg	is workin tonight and ive still got the damn flue. How do i get rid of it? 
neg	"@VampiressVesta after him, I was away from computer, but it did not come to my phone, neither did Mr. Facinelli  "
neg	"wants to meet taylor lautner so eagerly. i'll be on thin air, you betcha'. "
neg	@winsomewords damn thats so weird  hope it gests fixed soon!
neg	"has been sick in bed all day, this sucks that school is out and I'm sick "
neg	"i couldnt get ANY sleep last night! i read a stupid scary chain letter! normally, i dont believe in 'em .. but that was was really scary! "
neg	Night night  my toee really hurtss
neg	"Still feeling cruddy, so I opted not to go to Lebowski Fest. Bummer. "
neg	i miss muh baby guh  im ready to see herrrr
neg	Just had to rip up one of my Buffalo Wild Wings shirts for cleaning..I miss that place 
neg	fireworks in about pos5ish... so wish i had someone to share em with 
neg	"Sigh, just not feeling like myself  I hate that!!!!"
neg	Oh good God crampsss... 
neg	im probably more apprehensive about nm since seeing the trailer. I really want it to be good. the wolf cg looks cheesier than i hoped 
neg	"@tygmiller singapore... Well, I have some but dun feel like asking them... Heehee.. @jeszlee I wish you are here... "
neg	i look like a freaking tomato  goin to graduation..
neg	Is missing twitter 
neg	sucks at guitar hero 
neg	@stormgrass I was confused too!  Thought I had given you wrong advice.  Yes you are v. central there and nice area (rich) near all museums
neg	"Shakespeare said that, &quot;parting is such sweet sorrow.  I found it to be quite the opposite "
neg	Going home... back tonight 
neg	not a mac fan suddenly! 
neg	woke up from a nap ... I feel so far away from where I want to be .... and I can't talk to food about it cuz I already had Culver's 
neg	I havent slept a wink... Severe Insomnia... Arghhhh... Why!!! 
neg	miss my cous.... kiara 
neg	"Is distraught that instead of going to the 12am premier of X-men as planned, she went to the 6:3neg one and missed Hugh Jackman "
neg	"what did i ever do to you, jarvis pizza? HUH! ow   -9.15.neg8 &lt;3"
neg	last day negf real work!....Cleaning negut my classroom......I'm gonna miss my desk &amp; chalk board &amp; the kids 
neg	"I love Dewey from Malcolm in the Middle, he played Fuzzy in Cider House Rules; he died  "
neg	@benexia Ah bummer  Lots of competition at the moment. You'll get there. Where was it at?
neg	"@londonbridgez I'm confused, what's goin on? I feel like u've been sick poseva. We need 2 send u a weather survival kit! I'm sad.. Get well "
neg	"i srsly gotta go to the chairopractor. my back is bad, but the rest of body is even worse. i sound like a rice crispy when i get outa bed "
neg	@Escape2TheStars i know how it feels and i know it sucks.  i'm sorry.  *huggles*
neg	@countstex I just wish I'd left the console on standby now that I've queued them from PC so they'd be downloaded by time I'm home. Doh! 
neg	"Tummmyyy huuurrrttts  I want the weekend now,,"
neg	"Another rainy day in Lititz, PA.    On the up side my house is spotless, I've baked dozens of cookies w/the kids &amp; I've finished 2 books."
neg	@dovwaterman I'm not a BAFTA member so clearly not  So off to the local cinema for me then!
neg	On my way to school... Thinking I may have done something wrong...   - http://bkite.com/neg8yRb
neg	Debating taking the dogs down to bed &amp; giving up on the SportSync for the night 
neg	"Caps  Well, there's always next year."
neg	@ScruffyPanther oh no !  blocking them didn't work?
neg	Not feelin great at alll this morning 
neg	All these good/new shows on tonight....and I'm watching Wow Wow Wubbzy.  and if I leave the room he'll follow...LOL! Thank goodness pos DVR!
neg	"@PrimalMan You're so lucky! I used to have access to wild yabbies (shrimp?), but never fish or game (roos were protected). Now nuffin' "
neg	STILL @ panera...studying for &quot;mock&quot; board exams tomorrow!! So tired. 
neg	Insomnia is out of control tonight--haven't slept a wink. 
pos	"having a vodka tonic and looking forward to going to Saddle Ranch at the Westgate with the husband, sans kiddos "
pos	@ddlovatofans1neg1 Could you follow me please.I would really appreciate it. 
pos	@jordanknight for once.................. PLEASE TELL US WHY u were thinking of this person?!? 
pos	@TroyBrownBBNews Yes... For a &quot;friend&quot; 
pos	Packing for work expierance 
pos	@BritRuxpin. I say answering with no pants. 
pos	"&quot;so we keep waitin, waitin , waitin on the world to change&quot; - john mayer "
pos	"@ms_cornwall night you, may your dreams be wonderful "
pos	Star Wars: Old Republic: http://digg.com/d1sgupos and it maybe coming to the PS3 and eggbox: http://digg.com/u1poscY2 
pos	You could be my punk rock princess 
pos	19 more sleeps untill Take That ahhhhhhhhhhhhhhh 
pos	aaaw! my moms crying. She loved the mixed tape i gave her 
pos	Morning y'all. Looking forward to a nice BBQ today. Can everyone follow @RebeccaMasters please? 
pos	"Feeling happy! Happy Happy! Think i inspired ppl today thro my sermon. Mashallah, Alhamdulillah! Happiness all around! Bring on the Ajr! "
pos	Started faffing around with photography and web design again  http://www.lightsondoorsopen.co.uk
pos	eating!! mmmm delicious! 
pos	okay glowing screens are forcing my eyes to close... my official -&gt; goodnight tweets  yep @ 2:21am
pos	@paulcargill thanks  xxx
pos	@bluefirebug Love cupcakes too. We also dig Johnny Cupcakes. 
pos	"Sawdust in my hair, ears, crack... Everywhere! Now for a ride "
pos	@RaceSpeed I was JUST thinking of you!!! How are YOU my friend? Have you seen my new site yet? 
pos	Thanks Guys for a great bday weekend! You Guys Rock!  @myssmodelstar @CandiceNicolePR @Fashionista25 @TheRealestCiCi @SimplyShaki
pos	@bobbyllew RIsk it... Have been in the middle of a storm for the past 2 hours and have had no probs! 
pos	@islandchic  love the soundtrack of that movie.
pos	...and now giggling at Tre's views on Copeland... Very funny. Great interview yet again from Mr Hopkin 
pos	Hulu you're my hero today. Needed a distraction today. 
pos	See yeah later. I have to go to a party. Tah tah for now. 
pos	@schaeferj89 I almost bought their new album today.. I should have. 
pos	Yesterday I got one year using Blip.fm 
pos	"yes the sun has moved. off to bathe in the sun, i love england when its warm and sunny haha  tooodles x"
pos	"Aww, 1negneg followers! I feel loved  I love you guys &lt;3 x"
pos	Just tweeting before church begins...playing keys today... yay 
pos	@FakerGigi Yes that's the one 
pos	@WDC it's a song by MC Chris 
pos	Finished the radio ad wit rocio. We did freaken good 
pos	"@Candyflip78 Walaw man, anytime. "
pos	"Show over; after-dinner over; make-up, false eye lashes, &amp; contacts removed. Whew.  Fabulous day."
pos	@ben_stiller Hi from Spain  magnific zoolander!
pos	"Night Twittafuckas  work in like pos hours. FML. Vallejo tomorrow, hey there bay area "
pos	Sundays Hike through Jesse Jones Park  http://twitpic.com/7iumh
pos	thinks twitter is a little boring 
pos	Terminator was a disappointment but no worries cause it is still great to be in DC....just got home about to finish up filth 
pos	@baMbus3negnegneg That album is the business. 
pos	Just discovered that VNC works even over uni.lu's eduroam.. 
pos	@JeepersMedia I Mean Really! Some People don't read your tweets?!?!? &quot;What are they thinking?!!??&quot; 
pos	Alex is back home again 
pos	@Yogeebaer haha I did throw something at him.. but he caught it and climbed up the side of my house. 
pos	On train with at least two gaggles of teenagers sitting &amp; the commuters squished standing in the back...at least the teenagers let me sit 
pos	ok! i found another naley FF. I'm gonna start reading now 
pos	"Now I'm really headed outside. Sunshine, bike ride, a wee sit by the river looking at reflections, listening to the rush of water, peace "
pos	@bakeanddestroy Beautiful! Where is it at? 
pos	@xlovespepsii yeaaaaah i know 
pos	"@iamdiddy thanks for letting me share, i have been wanting to all day as i've been jammin on the road, lol...too funny.    happy day!  L"
pos	@MrsDDoubleU Let's hope it's a fact   Met the nicest ppl freezin my ass off there LOL
pos	"Time to get these doggies muddy out there, take care. laters peeps "
pos	just waking up... about to go on craigslist 
pos	Catching up with my Mum for lunch today  This past week Mum became a Great Grandmother - what an awesome moment for her !! Love U Mum xx
pos	@red_hawt bhel nagariya ki tum bhi dagariya chalo ..  tho i do happen to be in one of thos eplaces where it's barsaat even aaj ..
pos	@brybryy oh im not picky...   but ive moved into the reds for my favs.    
pos	NGH episode 28 is out! check it out! 
pos	Hahahah its ok well be loners together don't trip! Haha jk jk but alright I'm off to bed I got church in the morning  lol night
pos	@devilshadow lolllll that was funny 
pos	@purzlbaum 5. Have more sex  22c3 (Jahr 2negneg5) http://www.flickr.com/photos/leralle/7977657pos/in/photostream/
pos	is off to post Matojo to his new home in the USA 
pos	Hehehe i just went swimming and it was great! 
pos	"@KimGuanzon - here is one of the holga pictures, the only one I liked  http://www.flickr.com/photos/photogirl66/35837pos1586/"
pos	@amber_rae oh my so pretty  I would love your city too! it's pouting down rain and cold here!
pos	I really need to go now. Goodnight twitter world! hugs&amp;xx 
pos	@CharityDev thanks for the #followfriday recommendation &amp; (crazy) love 
pos	"@SheGotItSheBadd back 2 school soon neway... if i wake up i'll HAVE to go back to bed... aye i seen u tweet ur plan, it's a good plan too "
pos	@MartinOrton I don't do guns...  &amp; I don't need pepper spray - I use my bag to club them... LOL!
pos	"@countingcrows Bet that will make editing interesting, you'll be seeing everything the same speed as a fly, 26fps won't be quick enough "
pos	"@WhitlowVintage TY, was listening to some of your music~ "
pos	@daniel8neg5 wow babe it sounds like you guys are really having fantastic time! 
pos	@Jamie_Spears yeh thr a lot of fakes out there. A gd one is 2 take a pic pointing at today on calender and post it 
pos	GOOD MORNING TO ALL YOU LOVELY PEOPLE 
pos	@ThaEntertainer hello there my friend 
pos	"@mariahglare: you are a wonderful combination of hilarious &amp; crea8tive--Sewing machines, cooking and lighting up the dark.   @demorebarnes"
pos	big hair rock day today me thinks  here I go again to start xxxxx ? http://blip.fm/~5zposp7
pos	Packed the tent and we're driving to Devon 
pos	@DanMerriweather That is so mean but I agree  I'd say rosemary is worse though. Tastes like soap.
pos	"@jordanyup http://twitpic.com/7fc6s - Omg! you're so gorgeous , i love you ;)  and i love that glassed , good choise  "
pos	@silviaong u're using Twitter full-time now 
pos	i'm packing for one last trip before school 
pos	just dominated her first online discussion for micro about gas prices and VAT  chicka YEAH!
pos	Haha oh ash your a freak  ilu
pos	"@the_pink_taco soo explain your new twitter name, i`m sure there`s a beautiful story connected  ahaha"
pos	I am sooo looking forward to Collectormania tomorrow  It's going to be a blast.
pos	@cathy_cochinaposneg Hey!  &quot;looks at you with sleepy eyes&quot;
pos	is loving the fact that the weather is awesome 
pos	@JordanLindvall  you romantic you.
pos	@vadimkozhin why do you think so? 
pos	Twitvim is strong! at least I can use prosy 
pos	@daisybruce Thats okay. Thank you 
pos	to be with you 
pos	"one of the opening bands is covering I Kissed A Girl. It pisses me off, cheese stick stealing whore! I wish you'd choked on it. "
pos	Busss . heading to school .... 1neg6 &amp; park later on today w| my girlies 
pos	"Having some delicious breakfast my fiancee made - yes I am spoiled - next on the agenda, I don't know, that's the fun part "
pos	peter pan and wendy turned out fine so wont you fly with me  LOVE
pos	@DonaGothika are fabulous that's what draws me in really are the stories and like being in a different world and place 
pos	see http://donorschoose.org/twt/2852neg3 at @donorschoose  Please and Thank you 
pos	Finishing getting ready! I'm rare like Mr. Clean with hair 
pos	"@Kdubbb youtube downloader  well, i got the link form youtube obvs. then youtube downloader, lol."
pos	"@MasterofWars Again, I say: Hah. "
pos	samuel uploaded a new image! http://hrimg.co.uk/view/pos15 
pos	"@amazondotjon http://twitpic.com/38ie2 - very cute  hahaha, the amount of teenie comments on here, you don't need another one, soooorry xD"
pos	"Rewritten #TI Dlog Module from #ASM to #C and implemeted a &quot;one-shot&quot; trigger, a trigger to stop and start recording and a free run mode "
pos	@firebelly 
pos	"@rikkinvikki Aww! that's so sweet!..but now I feel bad, I didn't get you anything heh..what would you like? "
pos	"Woo, I have a 2 room efficiency suite for the 18 nights I'm here. Totally awesome "
pos	@snarkyrainbow I don't think I have any goofy hats that you haven't seen. I'll have to go to a hat shop and take some. 
pos	"@HadudkenFire, awwww! that's so sweet "
pos	@next12exitsnegneg being happy is always fresh 
pos	@al999 I just got this tweet from u. I'm watching rescue me season 2 
pos	;back from the lake. i just love the water &amp; love swimming 
pos	@ work! Watching true blood! 
pos	"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on "
pos	just got home from work 
pos	@DavidPopineau I don't understand everything but I'm sure you'll help me!!!! 
pos	@CHRISDJMOYLES Chris Moyles!. I've Just Made a Twitter Account After Hearing You Talk About On Radio 1. Thanks Man 
pos	I took a picture of me looking at my bottle of antibacterial. Wicked 
pos	"american idol, boys over flowers. Temptations. Cant resist "
pos	"I am finally going to take advantage of my job, and buy expensive chandeliers for very cheap. yes! "
pos	Is sooo waking both of them up on my way back to SB  good night america
pos	"@TWCWeekends Happy 27th birthday, you guys "
pos	Got 15neg Updates 
pos	@meriahonfiah hehe that's funny 
pos	@Sah5685 amazing!  I just couldn't put them down   lol
pos	@sareeey he laughs like a swine. annoying. but congrats &lt;3 
pos	patty griffin = party griffin 
pos	http://twitpic.com/7gs8q - Pics from Mitchel's Concert at the Grove. It's nice to be front and center 
pos	@lj2me Aiight. Sounds good 
pos	@shutupchago LOL. Awesome 
pos	@Mech_Engr_Girl You're not old. The song is old. 
pos	@epicwinmaster  Hello new person being followed. I love you. &lt;3
pos	going to class.. ttyl. hopefully making a video today. 
pos	@vishaltom 
pos	"bout to add FOB, Green Day and Blink t shirts to my order "
pos	@myleee good night! i look forward to reading your tweets about life in Singapore 
pos	@d2zone Man..you do eat a lot of good food..hmm..kinda jealous..haha 
pos	"Back from hospital, now at work... later studio time "
pos	"@CEEBOpos15 Get to it, the laundry doesn't do itself. Heh. "
pos	this tweet is for conor - to help him sleep at night. tweet tweet lmao 
pos	@Twisted_Pink I love them so much! You're awesome and so incredibly sweet  &lt;33
pos	new myspace hair picture up soon.  gotta edit out my ugly first ;)
pos	@mag_tweets It sounds off the hook. 
pos	"Woohoo! Ok, this time I really did figure out how to add Thickbox. The article pages should be easier to view now. "
pos	One step closer towards the tipping point...the difference a day can make. 
pos	Pinkpop time  This weekend will be one of the greatest!!
pos	5neg days til the big move to DisneyWorld!! 
pos	@ralphtresvant wen r ya'll gona be bk in Cali? how bout 7-1neg-neg9 dream COME TRUE u &amp; @NKOTB FULL SERVICE LIVE 
pos	"@iliaa Now, now, you're assuming that they'd be able to make the necessary adjustments to tell that up is down "
pos	@Suksy couple of days back...had a really good trip 
pos	@xDinna clicked yours  so what do the newest counts say about visitors clicking my link on your site?
pos	@lisle lol how much is the buffet? Might give it a try one day! 
pos	http://twitpic.com/6ckrg - bumble-bee 
pos	@Soul_Angel our wish was granted 
pos	Not a very lovely day today up here  Weather doesn't seem to know what to do 
pos	is pissed off fuck u 
pos	@johnhood I will be following via my iPhone 
pos	welcoming the storm 
pos	@joshgroban welcome to twitter josh!  Don't be scared...  
pos	"Great, thanks for that @ashantiomkar - good to get a second opinion "
pos	"@zaridz u mean i love industry or love being a biatch? ;p it didnt hv to reveal my dark side, but yea.. its good to be able to be one "
pos	myspace and phone  
pos	Just woke up. Going to school today. 
pos	@ddlovato Haha love youu demi! just saw you on MTV. don't forget. love that song!  wish i could see you on tour with david archuleta.
pos	"@missdmaree I did meet Hubs here. We were joking yesterday, We've only known each other 2 years! Quality knowledge, I told him "
pos	@teleken Why do I find last.fm so complicated? I'm going to have to take a break and come back another time... blip.fm for now 
pos	Good morning germany 
pos	@JudyObscure LOL. Me and you both. Just brought a line full of dry washing in 
pos	@dhiletorr theyk yew  lols.
pos	"today i caught a chansey, scyther and a tangela! All quite rare making me very happy "
pos	@sleepydumpling  Thanks! They're even cuter (and naughtier) in person.
pos	@bevbrossy I just wish there was an easy QUICK way to group or identify them on my list. tx for the follow 
pos	@XxChrisHeartsxX excuse me...I wasn't the one who showed up with cowboy boots to tiger...ray  u know what I am talking about lol
pos	@CollinEarl  Thank you for the #FF &lt;3
pos	@Quiggmate Heyaa .. Any news about Tpos On The Beach yet?  x
pos	Playing pokemon mystery dungeon 
pos	Will go out on Saturday. Plans anyone? 
pos	@HayyItsRay i'm not weird. I love going to Costco. 
pos	"@thebrandycyrus have fun with mandy  what about miley? does she hike, too? have fun together  love you"
pos	recap me on your epik nighhht i know y'all got stories to tell me 
pos	"@djmoe713 lol...naw, promised my bro id chill out on drinking "
pos	"It's cold , and I'm not whining . "
pos	@leah_art @magpiegirl  i would second leah's suggestion.  
pos	At breakfast with midget and inna 
pos	@LeBronJames2neg1neg  Good luck for next time...Happens sometimes don't worry too much 
pos	"bicycle time  - time all to myself, to do what I want! woohoo! right, must get ready now... it's nearly 12!"
pos	somehow now going to Glastonbury thanks to The Worm and someone upstairs who like me 
pos	"Oh, and if you are wondering why am having lunch at 16:negneg, its coz I just got home from church "
pos	http://twitpic.com/61dya - Thank you @LucyisRAD for thinking of me fondly 
pos	I only have to look at ms elseas face for five more days  woaa two years with that woman was TOO MUCH!
pos	@NatalieGelman keep telling yourself you'll feel better by doing it and tomorrow can be a lazy day... it is Sunfay afterall  (Excuses.)
pos	@shortyyyy Ludacris! 
pos	@xxJuninhoxx thanks man  where's your NO H8 photo ? gotta make one!
pos	@nikhilsoneja Thanks. I'm hoping it will 
pos	@remcovdvuurst Get 1negneg followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
pos	Back to work  tweet at posish 
pos	my poster is love  http://yfrog.com/127rbj
pos	i am sooo excited for next weeek!  xx
pos	@twinkle_x really. im just going to say LOL now. LOL  xo
pos	"@mileycyrus im sure loads of people will vote for you, i deff will "
pos	@themike5 Thanks for your scoring services tonight... much appreciated 
pos	@cauldrons HSM on disney NOWWW 
pos	@Alyssa_Milano Have fun on the set today!  If you need any more actors...just Tweet me  HA HA!
pos	@jdubbb77 haha it was hard i tried like a billion times before it worked! 
pos	"@DanielBrenton I used to say nothing about her. At this point, it's just comical.  The joys of having an internet stalker. "
pos	@the1negnegrabh Nice! Any idea why it doesnt support Chrome (yet)? They dont like google maybe? 
pos	@soileronthetea is ON OUR SIDE NOW. dont DENY GREATNESS. they deserve to be WELL-LIKED  
pos	1negnegth tweettt!! 
pos	is watching Twilight ... Again 
pos	Bowling in Chicago tonight then drinks with my husband Mr. Steve Norris!  Can't wait to see him!!! Happy Friday! 
pos	@kyoisorange before the storm. and sameee! hahaa 
pos	@H_C Good to know...  I think your voice will count a little bit more.
pos	"@pandasRsoKool wow, u have a LOT of time on ur hands  but I love ya for it!!"
pos	"@Atiiqaa_x not sure  it's on til like 11 this show :| or more.... erm, probs like 8-9 i can;t sa? sorr? bab?girl. (L) im happ? too!"
pos	is feeling inspired!!! i love this web &amp; animation thingy!! wahahah..  
pos	"@BrianNeudorff  Hey Brian, thanks very much!  I'm ready pos the week, hope it's ready pos me   You gave a good Monday and week too!"
pos	donuycana - thanks for the following  http://tumblr.com/x3f1yumh7
pos	"http://twitpic.com/7hk8z - And welcome to Wrexham..... @samsamsammie, this one's for you! "
pos	@SelectedTweets see Facebook  x
pos	@lifeat7negnegnegfeet be sure and wave at me!!! I'll wave back! 
pos	@Sallayyyy visit me at work 
pos	"@sarahdoran   No problem.  Tis the thought that counts. Please to meet you, incidentally ;-)"
pos	shower time!!!!! 
pos	@sarahlchu so close yet sooo far away. i want to see cm and j.b. 
pos	13 km easy run in the park I can make it till the end of April 
pos	My god Maroon 5 got twitter. 
pos	@melody Don't be dumping on @rsueanga.... whomever that is. 
pos	you know you're an old man when u poo-poo fireworks @lankzy 
pos	@DannysGhirl Thanks I found the cd and ordered it 
pos	ahhh so much better...looking forward to a busy productive afternoon 
pos	got home from shang. food galore. gonna pack for subic 
pos	@iwasCARwashed hi carissaaa howrya? 
pos	Off to the beach with her maid of honor  
pos	#musicmonday Farin Urlaub - Sonne  
pos	"@AgentBooth @DrTBrennan Don't know you personnaly, but for what I know I tend to agree with Dr Brennan. You *are* a wonderful father "
pos	&quot;Why can't you see.. You belong with me..&quot; -Taylor Swift. hahaha. got stuck to this song. I really love the music video of this song! 
pos	Fishing 
pos	History over. Shit I didn't finish :O But hopefully I got some good marks in what I did  My wrist f**king hurts!
pos	"@briankelly not using open source === unethical? all in favour of open source, but hang on "
pos	At my best friends graduation   
pos	"@RyanSheckler yea it was preetyy ggoodd, "
pos	Entrepreneurial Wisdom From Necker Island - http://bit.ly/K2A8q  - Please Share 
pos	@YoungQoK U GOT ME THERE give us another one for when i at work I can think about it 
pos	tenner up on the poker 
pos	@SailorSu ohh..Good nite then 
pos	@wearswithheels 
pos	@FROactiv  nice!!!!! lol
pos	Here i am 
pos	PLEASE visit my webpage: http://bit.ly/i1n8M Help me change the world for five children. http://bit.ly/i1n8M  #lakers #nba #ilovela #kobe 
pos	Tonight was fun as hell. Crashiiinnnn 
pos	@sweetmetalhead; awww ^^ ur so sweeett&lt;3 miss ya to ! 
pos	@KaylaMacLachlan anti-social much?  sorry we bombarded ur place!
pos	looking forward to hanging out with my little sister and playing trucks with Little D. 
pos	"@qutequte @Rodericklow @Adrianna @alvinyudistira @jeremyteocx you should meet @tpr2 too,he's an awesome n creative guy, very friendly too "
pos	i proper want to go ndubz in july 
pos	"@turtletao  I got the turquoise for your bracelet in today!!!!! It's *real* turquoise, too! Just waiting for a charm now "
pos	"Just trying to figure out Twitter . . . Seems cool . . . heck Demi and Ashton do it, must be FABulous!  "
pos	Photo: Sleeping is what we like to do at parties!  http://tumblr.com/xmc21xqql
